id,failure
26985,0.2804
26986,0.6917
26987,0.4934
26988,0.4864
26989,0.3519
26990,0.4946
26991,0.5767
26992,0.3358
26993,0.7593
26994,0.5645
26995,0.4294
26996,0.2817
26997,0.5326
26998,0.5227
26999,0.4374
27000,0.4414
27001,0.2416
27002,0.5323
27003,0.3208
27004,0.4322
27005,0.6647
27006,0.3496
27007,0.4081
27008,0.7449
27009,0.5261
27010,0.3005
27011,0.38
27012,0.6053
27013,0.5278
27014,0.4982
27015,0.2923
27016,0.2131
27017,0.5715
27018,0.5893
27019,0.519
27020,0.4578
27021,0.4558
27022,0.3608
27023,0.6318
27024,0.272
27025,0.7069
27026,0.4475
27027,0.4385
27028,0.397
27029,0.573
27030,0.7863
27031,0.3292
27032,0.355
27033,0.2859
27034,0.3077
27035,0.5837
27036,0.4162
27037,0.2052
27038,0.6648
27039,0.4956
27040,0.1348
27041,0.528
27042,0.5662
27043,0.2516
27044,0.5593
27045,0.3875
27046,0.1104
27047,0.4788
27048,0.4739
27049,0.3588
27050,0.5497
27051,0.5559
27052,0.5823
27053,0.3026
27054,0.4303
27055,0.4545
27056,0.331
27057,0.4967
27058,0.5534
27059,0.4796
27060,0.4536
27061,0.2807
27062,0.528
27063,0.2636
27064,0.3816
27065,0.2908
27066,0.2142
27067,0.7205
27068,0.3899
27069,0.1324
27070,0.515
27071,0.4162
27072,0.7152
27073,0.6505
27074,0.6448
27075,0.2539
27076,0.5471
27077,0.4761
27078,0.3051
27079,0.543
27080,0.3049
27081,0.2147
27082,0.3942
27083,0.0959
27084,0.6618
27085,0.4446
27086,0.6038
27087,0.4928
27088,0.6319
27089,0.302
27090,0.3644
27091,0.2856
27092,0.3288
27093,0.4031
27094,0.4521
27095,0.5805
27096,0.3815
27097,0.5651
27098,0.3082
27099,0.5543
27100,0.3289
27101,0.3152
27102,0.4374
27103,0.2979
27104,0.4387
27105,0.189
27106,0.7017
27107,0.4273
27108,0.5833
27109,0.2597
27110,0.5495
27111,0.5465
27112,0.4203
27113,0.354
27114,0.4858
27115,0.5914
27116,0.6306
27117,0.3379
27118,0.2374
27119,0.3924
27120,0.5067
27121,0.2788
27122,0.587
27123,0.561
27124,0.7193
27125,0.2597
27126,0.5031
27127,0.6679
27128,0.4471
27129,0.5356
27130,0.3049
27131,0.1758
27132,0.3676
27133,0.5094
27134,0.6686
27135,0.6377
27136,0.3176
27137,0.4011
27138,0.433
27139,0.683
27140,0.3141
27141,0.6715
27142,0.7537
27143,0.362
27144,0.3361
27145,0.4165
27146,0.2949
27147,0.3747
27148,0.4468
27149,0.5369
27150,0.339
27151,0.2812
27152,0.4705
27153,0.5228
27154,0.416
27155,0.6643
27156,0.4205
27157,0.5832
27158,0.4426
27159,0.3325
27160,0.403
27161,0.2791
27162,0.4353
27163,0.4974
27164,0.4693
27165,0.2323
27166,0.4796
27167,0.4307
27168,0.5544
27169,0.4543
27170,0.6138
27171,0.3367
27172,0.5359
27173,0.3628
27174,0.3457
27175,0.3618
27176,0.4165
27177,0.483
27178,0.4957
27179,0.5392
27180,0.364
27181,0.5082
27182,0.3458
27183,0.5951
27184,0.6958
27185,0.6595
27186,0.269
27187,0.7086
27188,0.6319
27189,0.4131
27190,0.5157
27191,0.3481
27192,0.5524
27193,0.2378
27194,0.4511
27195,0.5542
27196,0.609
27197,0.5279
27198,0.4473
27199,0.5276
27200,0.4816
27201,0.5024
27202,0.537
27203,0.5635
27204,0.5647
27205,0.4762
27206,0.1519
27207,0.5462
27208,0.587
27209,0.4456
27210,0.4423
27211,0.6055
27212,0.3137
27213,0.3393
27214,0.497
27215,0.402
27216,0.4952
27217,0.3557
27218,0.3907
27219,0.2185
27220,0.3827
27221,0.4939
27222,0.1775
27223,0.5278
27224,0.4628
27225,0.4003
27226,0.3611
27227,0.4663
27228,0.5171
27229,0.4504
27230,0.2972
27231,0.4495
27232,0.4777
27233,0.4243
27234,0.4121
27235,0.4221
27236,0.6074
27237,0.1846
27238,0.4769
27239,0.4769
27240,0.455
27241,0.5585
27242,0.3799
27243,0.2426
27244,0.4614
27245,0.3725
27246,0.5024
27247,0.4651
27248,0.416
27249,0.3574
27250,0.5217
27251,0.5028
27252,0.5227
27253,0.551
27254,0.4121
27255,0.5419
27256,0.5914
27257,0.703
27258,0.6074
27259,0.5213
27260,0.4745
27261,0.4614
27262,0.6369
27263,0.1439
27264,0.4832
27265,0.4054
27266,0.4186
27267,0.7398
27268,0.3267
27269,0.4938
27270,0.361
27271,0.4525
27272,0.393
27273,0.4882
27274,0.4615
27275,0.6312
27276,0.2796
27277,0.4846
27278,0.4712
27279,0.3309
27280,0.4254
27281,0.7775
27282,0.2768
27283,0.4119
27284,0.6061
27285,0.7006
27286,0.5726
27287,0.4876
27288,0.7112
27289,0.5112
27290,0.7473
27291,0.6316
27292,0.1694
27293,0.2387
27294,0.6367
27295,0.3887
27296,0.4698
27297,0.5129
27298,0.5009
27299,0.3709
27300,0.5377
27301,0.3478
27302,0.5289
27303,0.4058
27304,0.625
27305,0.237
27306,0.6092
27307,0.4775
27308,0.4804
27309,0.6603
27310,0.2709
27311,0.4918
27312,0.2097
27313,0.3491
27314,0.508
27315,0.5812
27316,0.6901
27317,0.4291
27318,0.4837
27319,0.5936
27320,0.4728
27321,0.3778
27322,0.4642
27323,0.4369
27324,0.1104
27325,0.2132
27326,0.3228
27327,0.3773
27328,0.2287
27329,0.5508
27330,0.3484
27331,0.2112
27332,0.5106
27333,0.6388
27334,0.5486
27335,0.5511
27336,0.5119
27337,0.3518
27338,0.4914
27339,0.6666
27340,0.4719
27341,0.3251
27342,0.6708
27343,0.6819
27344,0.6906
27345,0.3747
27346,0.5265
27347,0.1597
27348,0.5745
27349,0.3212
27350,0.4073
27351,0.4289
27352,0.6724
27353,0.3186
27354,0.5644
27355,0.5417
27356,0.3845
27357,0.4107
27358,0.448
27359,0.7539
27360,0.3402
27361,0.466
27362,0.5634
27363,0.4905
27364,0.4151
27365,0.4659
27366,0.4188
27367,0.4544
27368,0.7227
27369,0.3869
27370,0.5867
27371,0.3988
27372,0.6578
27373,0.5393
27374,0.5958
27375,0.6253
27376,0.4127
27377,0.1609
27378,0.4621
27379,0.2676
27380,0.5344
27381,0.423
27382,0.3228
27383,0.3483
27384,0.5183
27385,0.2974
27386,0.4719
27387,0.3947
27388,0.3625
27389,0.49
27390,0.4261
27391,0.505
27392,0.5505
27393,0.6612
27394,0.4045
27395,0.4428
27396,0.5791
27397,0.3797
27398,0.5383
27399,0.4905
27400,0.496
27401,0.571
27402,0.4708
27403,0.1738
27404,0.8537
27405,0.6483
27406,0.5405
27407,0.5286
27408,0.3273
27409,0.3816
27410,0.2972
27411,0.2167
27412,0.4847
27413,0.7108
27414,0.4139
27415,0.5984
27416,0.3801
27417,0.2761
27418,0.5418
27419,0.5719
27420,0.6764
27421,0.3186
27422,0.5528
27423,0.1324
27424,0.2075
27425,0.3546
27426,0.354
27427,0.5057
27428,0.5362
27429,0.5516
27430,0.31
27431,0.5078
27432,0.4726
27433,0.4649
27434,0.609
27435,0.3961
27436,0.4113
27437,0.478
27438,0.2729
27439,0.2517
27440,0.3989
27441,0.3038
27442,0.4953
27443,0.3747
27444,0.6627
27445,0.3997
27446,0.4839
27447,0.5739
27448,0.4221
27449,0.4823
27450,0.6385
27451,0.3431
27452,0.5429
27453,0.5483
27454,0.2611
27455,0.3686
27456,0.3301
27457,0.4245
27458,0.2122
27459,0.7481
27460,0.5202
27461,0.2812
27462,0.4034
27463,0.3289
27464,0.519
27465,0.3771
27466,0.5563
27467,0.4439
27468,0.5819
27469,0.6475
27470,0.2253
27471,0.2086
27472,0.4526
27473,0.3002
27474,0.5103
27475,0.4844
27476,0.366
27477,0.7311
27478,0.4839
27479,0.7584
27480,0.3856
27481,0.637
27482,0.4289
27483,0.3612
27484,0.4947
27485,0.4921
27486,0.6314
27487,0.3385
27488,0.3558
27489,0.2031
27490,0.4768
27491,0.5919
27492,0.3466
27493,0.514
27494,0.5738
27495,0.3537
27496,0.5895
27497,0.5067
27498,0.4237
27499,0.369
27500,0.5679
27501,0.6373
27502,0.6841
27503,0.3782
27504,0.5068
27505,0.2887
27506,0.3559
27507,0.5679
27508,0.615
27509,0.3446
27510,0.3104
27511,0.4087
27512,0.4693
27513,0.2838
27514,0.4913
27515,0.5243
27516,0.4146
27517,0.3608
27518,0.3839
27519,0.6147
27520,0.3806
27521,0.4135
27522,0.3363
27523,0.4919
27524,0.5113
27525,0.6019
27526,0.4984
27527,0.7779
27528,0.5815
27529,0.3565
27530,0.281
27531,0.4631
27532,0.4933
27533,0.3264
27534,0.3356
27535,0.2875
27536,0.5366
27537,0.5108
27538,0.2116
27539,0.5575
27540,0.4214
27541,0.3321
27542,0.3573
27543,0.6855
27544,0.5118
27545,0.3476
27546,0.7626
27547,0.66
27548,0.6554
27549,0.3762
27550,0.5261
27551,0.2726
27552,0.5492
27553,0.4336
27554,0.3716
27555,0.4281
27556,0.4843
27557,0.5303
27558,0.3121
27559,0.7186
27560,0.4968
27561,0.7904
27562,0.4452
27563,0.5825
27564,0.6854
27565,0.5773
27566,0.3748
27567,0.4055
27568,0.6536
27569,0.4652
27570,0.7539
27571,0.3647
27572,0.4805
27573,0.5618
27574,0.7503
27575,0.7292
27576,0.5027
27577,0.4815
27578,0.6382
27579,0.4961
27580,0.4613
27581,0.3614
27582,0.3774
27583,0.4541
27584,0.4098
27585,0.261
27586,0.4555
27587,0.6391
27588,0.6252
27589,0.3117
27590,0.4323
27591,0.4163
27592,0.3877
27593,0.571
27594,0.3723
27595,0.4412
27596,0.4124
27597,0.1627
27598,0.6513
27599,0.5015
27600,0.6358
27601,0.4877
27602,0.311
27603,0.6736
27604,0.5842
27605,0.2879
27606,0.4201
27607,0.5086
27608,0.524
27609,0.295
27610,0.496
27611,0.4816
27612,0.5034
27613,0.4693
27614,0.7393
27615,0.1455
27616,0.5217
27617,0.403
27618,0.3927
27619,0.4363
27620,0.4161
27621,0.3017
27622,0.5695
27623,0.3967
27624,0.2753
27625,0.435
27626,0.3271
27627,0.4558
27628,0.4769
27629,0.5444
27630,0.5534
27631,0.295
27632,0.5322
27633,0.4717
27634,0.8049
27635,0.456
27636,0.6736
27637,0.5496
27638,0.3818
27639,0.476
27640,0.5878
27641,0.1995
27642,0.3186
27643,0.5069
27644,0.3405
27645,0.4669
27646,0.554
27647,0.6049
27648,0.3317
27649,0.4102
27650,0.4363
27651,0.327
27652,0.4155
27653,0.5273
27654,0.4914
27655,0.5749
27656,0.5025
27657,0.511
27658,0.4719
27659,0.2914
27660,0.2876
27661,0.5326
27662,0.5781
27663,0.4073
27664,0.3553
27665,0.4473
27666,0.554
27667,0.5099
27668,0.2054
27669,0.3162
27670,0.3498
27671,0.5118
27672,0.5318
27673,0.2352
27674,0.5382
27675,0.4515
27676,0.5206
27677,0.4872
27678,0.545
27679,0.2882
27680,0.6882
27681,0.4253
27682,0.5299
27683,0.4912
27684,0.3808
27685,0.3759
27686,0.3727
27687,0.4004
27688,0.3977
27689,0.3461
27690,0.2539
27691,0.7386
27692,0.498
27693,0.6484
27694,0.5116
27695,0.4261
27696,0.6231
27697,0.6927
27698,0.2344
27699,0.3763
27700,0.5205
27701,0.3238
27702,0.3146
27703,0.4443
27704,0.5709
27705,0.504
27706,0.2356
27707,0.4411
27708,0.4328
27709,0.389
27710,0.3773
27711,0.6235
27712,0.2922
27713,0.5278
27714,0.446
27715,0.4035
27716,0.7311
27717,0.4022
27718,0.4108
27719,0.3563
27720,0.3184
27721,0.2245
27722,0.4573
27723,0.4175
27724,0.6992
27725,0.4354
27726,0.4645
27727,0.3346
27728,0.2278
27729,0.3165
27730,0.4941
27731,0.2059
27732,0.4629
27733,0.5255
27734,0.4389
27735,0.5743
27736,0.7311
27737,0.6027
27738,0.3075
27739,0.5592
27740,0.3706
27741,0.3752
27742,0.3955
27743,0.4145
27744,0.5602
27745,0.4408
27746,0.4903
27747,0.3228
27748,0.5124
27749,0.3614
27750,0.5018
27751,0.2093
27752,0.5508
27753,0.3906
27754,0.3624
27755,0.6427
27756,0.369
27757,0.4727
27758,0.4712
27759,0.3943
27760,0.7185
27761,0.3572
27762,0.5079
27763,0.3872
27764,0.2484
27765,0.541
27766,0.4825
27767,0.588
27768,0.4961
27769,0.4211
27770,0.5807
27771,0.2803
27772,0.5257
27773,0.492
27774,0.4949
27775,0.4078
27776,0.4412
27777,0.7758
27778,0.4
27779,0.6193
27780,0.2953
27781,0.6658
27782,0.3415
27783,0.6449
27784,0.3909
27785,0.494
27786,0.6251
27787,0.4074
27788,0.4596
27789,0.4471
27790,0.6274
27791,0.3389
27792,0.6952
27793,0.2627
27794,0.438
27795,0.6474
27796,0.3676
27797,0.5091
27798,0.3183
27799,0.5518
27800,0.4469
27801,0.5152
27802,0.5206
27803,0.5957
27804,0.4839
27805,0.5663
27806,0.754
27807,0.3279
27808,0.6605
27809,0.5754
27810,0.4157
27811,0.5323
27812,0.6575
27813,0.1797
27814,0.2639
27815,0.2654
27816,0.5101
27817,0.3793
27818,0.2949
27819,0.4456
27820,0.7296
27821,0.2332
27822,0.5841
27823,0.0912
27824,0.7603
27825,0.552
27826,0.2692
27827,0.5661
27828,0.5025
27829,0.3902
27830,0.5344
27831,0.664
27832,0.1912
27833,0.1125
27834,0.4753
27835,0.4023
27836,0.3525
27837,0.4697
27838,0.3799
27839,0.6237
27840,0.4419
27841,0.597
27842,0.5047
27843,0.3817
27844,0.4126
27845,0.537
27846,0.5699
27847,0.5243
27848,0.6128
27849,0.3563
27850,0.5491
27851,0.7019
27852,0.226
27853,0.4781
27854,0.311
27855,0.4046
27856,0.1551
27857,0.3514
27858,0.2281
27859,0.3701
27860,0.3955
27861,0.1205
27862,0.442
27863,0.6389
27864,0.446
27865,0.3207
27866,0.3741
27867,0.289
27868,0.7175
27869,0.4844
27870,0.5046
27871,0.6541
27872,0.2559
27873,0.4365
27874,0.4344
27875,0.7356
27876,0.4434
27877,0.4536
27878,0.3578
27879,0.4279
27880,0.2323
27881,0.2962
27882,0.4658
27883,0.3569
27884,0.4628
27885,0.6585
27886,0.4933
27887,0.3424
27888,0.8177
27889,0.4831
27890,0.6698
27891,0.3286
27892,0.4864
27893,0.6892
27894,0.3977
27895,0.3879
27896,0.5483
27897,0.5679
27898,0.5966
27899,0.7288
27900,0.3417
27901,0.2515
27902,0.2833
27903,0.5836
27904,0.2405
27905,0.4498
27906,0.2706
27907,0.4373
27908,0.3231
27909,0.4302
27910,0.3169
27911,0.5162
27912,0.2952
27913,0.2935
27914,0.3081
27915,0.2877
27916,0.3441
27917,0.3294
27918,0.4299
27919,0.7479
27920,0.5139
27921,0.4829
27922,0.3761
27923,0.2409
27924,0.48
27925,0.285
27926,0.3643
27927,0.3543
27928,0.3393
27929,0.4357
27930,0.3728
27931,0.697
27932,0.2226
27933,0.4886
27934,0.5734
27935,0.4347
27936,0.4327
27937,0.5859
27938,0.578
27939,0.4116
27940,0.1849
27941,0.6899
27942,0.421
27943,0.278
27944,0.758
27945,0.3789
27946,0.5208
27947,0.3995
27948,0.3739
27949,0.4546
27950,0.7439
27951,0.4489
27952,0.5631
27953,0.3185
27954,0.0534
27955,0.4211
27956,0.3569
27957,0.4494
27958,0.2376
27959,0.4531
27960,0.6385
27961,0.413
27962,0.7252
27963,0.4129
27964,0.5732
27965,0.2875
27966,0.6732
27967,0.6237
27968,0.25
27969,0.4155
27970,0.4905
27971,0.3779
27972,0.4981
27973,0.2847
27974,0.6468
27975,0.604
27976,0.6394
27977,0.2221
27978,0.1458
27979,0.8331
27980,0.4828
27981,0.3058
27982,0.7465
27983,0.4386
27984,0.3884
27985,0.415
27986,0.4724
27987,0.1938
27988,0.5521
27989,0.6868
27990,0.4097
27991,0.5496
27992,0.4016
27993,0.2895
27994,0.443
27995,0.7708
27996,0.4594
27997,0.3284
27998,0.3395
27999,0.3363
28000,0.3657
28001,0.53
28002,0.5808
28003,0.4714
28004,0.5548
28005,0.3781
28006,0.4534
28007,0.6167
28008,0.5486
28009,0.4613
28010,0.7404
28011,0.5997
28012,0.441
28013,0.3583
28014,0.3711
28015,0.4631
28016,0.6
28017,0.4332
28018,0.3675
28019,0.288
28020,0.3965
28021,0.4323
28022,0.5698
28023,0.4582
28024,0.5306
28025,0.6865
28026,0.4211
28027,0.3303
28028,0.5441
28029,0.4637
28030,0.1452
28031,0.2895
28032,0.4992
28033,0.178
28034,0.3212
28035,0.3982
28036,0.3572
28037,0.4455
28038,0.489
28039,0.4181
28040,0.5203
28041,0.5022
28042,0.1834
28043,0.6154
28044,0.3948
28045,0.5475
28046,0.471
28047,0.4048
28048,0.4616
28049,0.4698
28050,0.655
28051,0.7959
28052,0.4588
28053,0.437
28054,0.4134
28055,0.4243
28056,0.5195
28057,0.4566
28058,0.3255
28059,0.4364
28060,0.4011
28061,0.4357
28062,0.5163
28063,0.6505
28064,0.3869
28065,0.5827
28066,0.1615
28067,0.4962
28068,0.5203
28069,0.5506
28070,0.4016
28071,0.3493
28072,0.3056
28073,0.4736
28074,0.4275
28075,0.3971
28076,0.6361
28077,0.3351
28078,0.7147
28079,0.444
28080,0.4129
28081,0.4985
28082,0.5286
28083,0.4734
28084,0.5729
28085,0.2332
28086,0.3935
28087,0.2857
28088,0.4721
28089,0.4132
28090,0.514
28091,0.4376
28092,0.6449
28093,0.5692
28094,0.4479
28095,0.4433
28096,0.314
28097,0.4369
28098,0.6028
28099,0.3699
28100,0.2819
28101,0.6517
28102,0.5121
28103,0.5453
28104,0.7209
28105,0.3738
28106,0.5622
28107,0.5546
28108,0.6857
28109,0.223
28110,0.2827
28111,0.5065
28112,0.2925
28113,0.6399
28114,0.4501
28115,0.3648
28116,0.5698
28117,0.527
28118,0.784
28119,0.6131
28120,0.4294
28121,0.7263
28122,0.1366
28123,0.5254
28124,0.3911
28125,0.4236
28126,0.1979
28127,0.3891
28128,0.4462
28129,0.4177
28130,0.3613
28131,0.3418
28132,0.6527
28133,0.5724
28134,0.4892
28135,0.6208
28136,0.5628
28137,0.4614
28138,0.4532
28139,0.574
28140,0.6034
28141,0.4942
28142,0.6012
28143,0.3036
28144,0.5466
28145,0.4494
28146,0.4786
28147,0.7419
28148,0.4812
28149,0.4097
28150,0.4172
28151,0.5826
28152,0.5038
28153,0.1261
28154,0.4531
28155,0.4483
28156,0.5731
28157,0.6754
28158,0.6751
28159,0.4337
28160,0.2893
28161,0.4351
28162,0.5019
28163,0.4446
28164,0.2906
28165,0.4885
28166,0.5367
28167,0.2479
28168,0.7384
28169,0.4234
28170,0.394
28171,0.4026
28172,0.2611
28173,0.5256
28174,0.4347
28175,0.2878
28176,0.4667
28177,0.3708
28178,0.369
28179,0.334
28180,0.1656
28181,0.6784
28182,0.4413
28183,0.6436
28184,0.4147
28185,0.6062
28186,0.1335
28187,0.2675
28188,0.3849
28189,0.3843
28190,0.501
28191,0.4946
28192,0.5101
28193,0.4574
28194,0.4154
28195,0.5822
28196,0.4115
28197,0.3159
28198,0.2468
28199,0.6964
28200,0.3411
28201,0.7342
28202,0.5606
28203,0.5024
28204,0.4071
28205,0.3225
28206,0.291
28207,0.3779
28208,0.4322
28209,0.6505
28210,0.3424
28211,0.4649
28212,0.5652
28213,0.217
28214,0.3073
28215,0.2906
28216,0.6469
28217,0.528
28218,0.4854
28219,0.3429
28220,0.415
28221,0.5962
28222,0.4311
28223,0.5008
28224,0.3885
28225,0.4694
28226,0.4875
28227,0.6845
28228,0.4195
28229,0.5175
28230,0.604
28231,0.5747
28232,0.4745
28233,0.1627
28234,0.4498
28235,0.3177
28236,0.4306
28237,0.7284
28238,0.4894
28239,0.6946
28240,0.182
28241,0.5204
28242,0.5728
28243,0.5708
28244,0.4189
28245,0.2024
28246,0.4368
28247,0.487
28248,0.4935
28249,0.5568
28250,0.5933
28251,0.5768
28252,0.4609
28253,0.5016
28254,0.4753
28255,0.4698
28256,0.4051
28257,0.5305
28258,0.3814
28259,0.4817
28260,0.3807
28261,0.6834
28262,0.5054
28263,0.3086
28264,0.5623
28265,0.6831
28266,0.2639
28267,0.2786
28268,0.6116
28269,0.6354
28270,0.5323
28271,0.3676
28272,0.3255
28273,0.5908
28274,0.675
28275,0.6671
28276,0.5379
28277,0.3791
28278,0.5293
28279,0.4167
28280,0.4378
28281,0.4813
28282,0.521
28283,0.4659
28284,0.5453
28285,0.309
28286,0.4336
28287,0.5931
28288,0.4784
28289,0.5125
28290,0.4125
28291,0.577
28292,0.4765
28293,0.5256
28294,0.4172
28295,0.5365
28296,0.5322
28297,0.2033
28298,0.5874
28299,0.5306
28300,0.4815
28301,0.4344
28302,0.4544
28303,0.6862
28304,0.5197
28305,0.4144
28306,0.4413
28307,0.509
28308,0.518
28309,0.6489
28310,0.1592
28311,0.5536
28312,0.6843
28313,0.268
28314,0.3628
28315,0.3711
28316,0.4711
28317,0.425
28318,0.122
28319,0.5349
28320,0.4252
28321,0.5051
28322,0.4427
28323,0.436
28324,0.5281
28325,0.3935
28326,0.2898
28327,0.564
28328,0.3747
28329,0.4649
28330,0.4242
28331,0.4458
28332,0.5668
28333,0.3946
28334,0.7759
28335,0.4306
28336,0.3894
28337,0.6848
28338,0.5817
28339,0.6773
28340,0.4561
